text,chunk_type,section_name,start_pos,end_pos,word_count,grant_id,document_title,year,institute,is_fqhc_focused,fqhc_score,data_source,primary_condition,chunk_id,contains_methods,contains_outcomes,contains_innovation
"Tnfa, Il1b, Il6), our preliminary studies demonstrate that the upstream signaling cascades driving NFkB activation are remarkably distinct.

We provide evidence for a novel fatty acid-driven, ROS-dependent, tyrosine-kinase mediated, pro-inflammatory signaling cascade in MMe macrophages.

Targeting this ‘metabolically activated NFkB’ (Me-NFkB) pathway at any point selectively attenuates inflammatory cytokine expression by MMe macrophages.

Our work has positioned us to test the innovative hypothesis that this Me-NFkB pathway promotes ATM inflammation and insulin resistance during obesity but is dispensable for inflammation required for host defense during infection.

Specifically, we plan to 1) Delineate the Me-NFkB pathway that drives inflammation in MMe macrophages, and 2) Determine if targeting the Me-NFkB pathway improves insulin sensitivity in mice.

Overall, our proposed studies aim to demonstrate that macrophage inflammation in metabolic disease can be attenuated without blocking these same cytokines in bacterial infection, a conceptual milestone that may lead to an improved anti-inflammatory strategy in the clinic.",aims,semantic_chunk,,,152,5R01DK102960-09,'Metabolically Activated' Macrophages in Obesity and Insulin Resistance,2024,,False,0.0,phase2_nih,,5R01DK102960-09_chunk183,False,False,True
"results are supported by strong in vivo murine data that suggests antiviral efficacy and topical dosage safety of Na-PBA. Due to the high sodium burden associated with Na-PBA administration, its unpalatability, and inability to penetrate sufficiently through corneal epithelium upon topical administration, we have developed various sodium-free PBA nanoformulations to overcome limitations associated with oral and topical delivery of Na-PBA. The purpose of this R24 application is to generate preclinical data in two animal models that support an IND application for repurposing PBA to treat ocular HSV infection. This will be achieved via 3 well thought, exhaustive",section,results,1256.0,1924.0,97,5R24EY033598-03,Alleviation of ER stress as a translational strategy to curb ocular viral infections,2024,,False,0.0,phase2_nih,,5R24EY033598-03_chunk184,,,
"specific aims. In the first aim, we will evaluate dose-dependent pharmacokinetics, and safety of orally and topically delivered Na-PBA solution and various sodium-free PBA nanoformulations. Furthermore, we will also determine oral and topical, and oral antiviral efficacy of Na-PBA and sodium-free PBA nanoformulations in murine models of ocular HSV-1 infection. The second aim will use the most effective oral and topical formulation(s) and test their safety, PK, and efficacy in guinea pig and rabbit models of primary and reactivated ocular HSV-1 infection. Finally aim 3, we will investigate the potential of Na-PBA and sodium-free PBA formulations to synergize with existing antiviral therapies to determine their potential as an add-on modality to the existing treatment. The latter is likely and significant since PBA is a rare drug that works via alleviating ER stress and aiding the host cell’s response to viral infection, and thereby reducing the chance for emergence of viral resistance. We have assembled a multidisciplinary team including scientists, clinicians, drug development and translation experts who can help us navigate through requisite FDA guidelines. PBA has the potential to become a safe and efficacious alternative to existing ocular antivirals very quickly.",section,specific_aims,1924.0,3211.0,191,5R24EY033598-03,Alleviation of ER stress as a translational strategy to curb ocular viral infections,2024,,False,0.0,phase2_nih,,5R24EY033598-03_chunk185,,,
"The study of complex traits in humans and model organisms has made considerable progress in recent years.

Multi-dimensional high-resolution genomics data and immunological data allows to study complex biological networks, and the dynamics of cellular state and function at a resolution not possible before.

The usage of these technologies require, however, highly specialized expertise in genomics, immunology, and computational biology.

The primary goal of the Multiparametric Host Cell Analysis (MHC) Core is to provide members of the University of Chicago (UChicago) Digestive Diseases Research Core Center (DDRCC) for Interdisciplinary Study of Inflammatory Intestinal Disorders (C-IID) with such level of expertise, further promoting the usage of state-of-the-art genomic technologies in gastrointestinal research.

Specifically, the MHC core will provide the community: (i) consulting service for human tissue isolation, analysis and cell sorting protocols adapted to the different forms of assays, (ii) consulting services and development of customized antibody panels for high resolution cellular tissue profiling of human samples using spectral flow cytometry, (iii) advanced flow cytometry sorting of 6 different populations of cells from a tissue sample based on the detection of 28 fluorescence marker using an advanced BD Biosciences sorter (FACSymphony S6 High Parameter Cell Sorter), (iv) advise with the study design of genomic experiments; (v) a series of pre-optimized genomic assays (e.g., single-cell RNA-seq, epigenetic profiles); (vi) standardized and validated analytical pipelines for the analyses of different genomic datasets, and (vii) bioinformatics support for genomic and flow cytometry data analysis.",methods,semantic_chunk,,,240,5P30DK042086-34,Multiparametric Host Cell Analysis (MHC),2024,,False,0.0,phase2_nih,,5P30DK042086-34_chunk186,False,False,False
"The standardization of experimental protocols and analytical pipelines offered by the core will help minimize the errors during data collection, management, maintenance, and, importantly, facilitate downstream data integration and sharing among C-IID members.",results,semantic_chunk,,,33,5P30DK042086-34,Multiparametric Host Cell Analysis (MHC),2024,,False,0.0,phase2_nih,,5P30DK042086-34_chunk187,False,False,False
"methods such as chemogenetics and CRISPR technology, we anticipate achieving the following goals: 1) to reveal novel epigenetic marks and changes in gene expression associated with chronic alcohol exposure and withdrawal with whole genome",section,methods,1629.0,1868.0,34,5P50AA022538-10,Epigenetic Mechanisms of Positive  Affective State of AUD,2024,,False,0.0,phase2_nih,,5P50AA022538-10_chunk188,,,
"approaches, 2) to examine whether decreased histone acetylation and increased histone methylation reduce expression of cholesterol synthesis enzymes in the VTA during withdrawal in a cell-type specific manner, and probe the role of cholesterol synthesis enzyme genes in withdrawal-related drinking behavior and GABA hyposensitivity, 3) to determine whether targeted epigenetic intervention counteracts withdrawal-induced phenotypes by using CRISPR to prevent decreases in histone acetylation on promoters of key cholesterol synthesis enzyme genes, and 4) to translate to post-mortem human alcoholic VTA the epigenetic dynamics and expression of genes related to GABA hyposensitivity that have been identified in the rat VTA. Ultimately, these studies are needed to understand epigenetic adaptation of VTA neurons involved in the positive affective state during alcohol withdrawal, and, with the other components of this Center, will provide a great deal of information on epigenetic mechanisms involved in withdrawal-induced brain changes, and possible pharmacological",section,approach,1868.0,2937.0,146,5P50AA022538-10,Epigenetic Mechanisms of Positive  Affective State of AUD,2024,,False,0.0,phase2_nih,,5P50AA022538-10_chunk189,,,
"methods including transcriptome-wide m6A mapping, eCLIP-seq, and RIP-seq. In addition, we will use a new mouse model with skin-specific METTL14 deletion. Our hypothesis will be tested in three",section,methods,1591.0,1784.0,28,5R01ES030576-05,The mechanistic role of METTL14 in UVB-induced skin tumorigenesis,2023,,False,0.0,phase2_nih,,5R01ES030576-05_chunk190,,,
"Specific Aims. Aim 1 will determine the mechanism by which METTL14 regulates GG-NER. Aim 2 will determine the mechanism by which UVB radiation down-regulates METTL14. Aim 3 will determine the consequences of METTL14 inhibition in UVB-induced skin tumorigenesis in mice. Successful completion of our proposed project may vastly expand our knowledge of GG-NER regulation and tumor suppression by METTL14 and m6A RNA methylation, providing new opportunities for developing better strategies to prevent and treat skin cancer by targeting the METTL14 pathway. Caners arise in the skin more than in any other organ site, most likely due to environmental damage. In addition, our work here in GG-NER and METLL14 is not only significant in skin cancer, but is also applicable to other tumor types as well.",section,specific_aims,1784.0,2581.0,125,5R01ES030576-05,The mechanistic role of METTL14 in UVB-induced skin tumorigenesis,2023,,False,0.0,phase2_nih,,5R01ES030576-05_chunk191,,,
"Background: Cells experience a wide array of environmental stresses, and must be able to sense and respond to changes in order to survive. The sensing process which occurs depends on the stress itself, and we have identified over 150 heat-sensitive proteins in S. cerevisiae which exhibit biomolecular condensation after temperature increase. Within this group, a conserved set of GTPases displays significant aggregation without the requirement of any other cellular components, opening up the possibility that these proteins have the ability to sense heat shock. Further, this set of proteins is connected to two fundamental functional responses which occur under heat stress -- transcriptional upregulation of heat shock genes and shutoff of ribosome biogenesis. Proteins that are highly sensitive to heat may act as long-unidentified sensors upstream of massive functional changes within the cell, and serve as heat sensing candidates for this proposal. Long viewed as a toxic consequence of harsh environmental conditions, recent work has shown that biomolecular condensate formation is non-random, adaptive, and reversible. With this emerging view, diseases like dementia and ALS which are associated with the accumulation of non-membrane bound protein aggregates might be the",section,background,16.0,1299.0,188,5F31ES032337-03,Cellular stress sensing via biomolecular condensation,2023,,False,0.0,phase2_nih,,5F31ES032337-03_chunk192,,,
"result of an aberrant activation of stress sensing pathways, indicating that our understanding of the disease pathology may need to be reevaluated.",section,results,1299.0,1447.0,22,5F31ES032337-03,Cellular stress sensing via biomolecular condensation,2023,,False,0.0,phase2_nih,,5F31ES032337-03_chunk193,,,
Specific Aims: 1: Are candidates sufficient to induce the transcriptional response in vivo? 2: What is the mechanism for heat sensing? 3: What is the functional relevance of candidate condensation on ribosome production? Study Design: I will take advantage of a cryophilic yeast which execute their heat-induced cellular responses at lower temperatures than S. cerevisiae. The cryophilic yeast likely contain homologous sensor proteins with increased sensitivity at lower temperatures. I will replace the endogenous sensor candidate genes with their cryophilic homologs and assay the ability of the recombinant S. cerevisiae to upregulate the production of heat- specific transcripts and attenuate ribosome biogenesis. I will reconstitute the components of these functional responses in vitro and test whether the condensation of candidate sensors can affect either response. Condensation of candidate sensors will also be studied in vitro using biochemical and biophysical assays to investigate their intrinsic ability to sense heat to describe the mechanistic underpinnings of sensing. Training: This research will be performed with Dr. D. Allan Drummond at the University of Chicago and will build upon my experimental skills by first characterizing the functional relevance of biomolecular condensation in environmental stress sensing and further expanding into understanding the biophysical mechanism. This training will prepare me for a future career studying how environmental stresses shape cellular behavior.,section,specific_aims,1447.0,2964.0,215,5F31ES032337-03,Cellular stress sensing via biomolecular condensation,2023,,False,0.0,phase2_nih,,5F31ES032337-03_chunk194,,,
"A large fraction of the intestinal commensal microbiota is coated with IgA antibodies in homeostatic conditions, but the strategy and the mechanisms deployed to confront the immense diversity of bacterial antigens have remained elusive. Converging studies indicate that homeostatic IgA responses employ a highly polyreactive repertoire to bind broad but distinct subsets of microbiota. These antibody responses develop in the presence of limited T cell help, with low rate of somatic mutations and little affinity maturation. This new perspective contrasts with the classical paradigm of T cell-dependent, high-affinity antibody responses elicited by mucosal pathobionts, pathogens and vaccines, and provides a simple immunological solution to the challenge of microbiota antigenic complexity. It also raises several fundamental issues, including how polyreactive specificities are generated and selected in the IgA repertoire, and how they coexist or overlap with other immune responses during homeostasis and disease. This project addresses these issues by (i) generating polyreactive IgA knock-in mice using CRISPR/Cas9 technology to (ii) understand the development and differentiation of polyreactive IgA precursor B cells and (iii) to study the function of polyreactive IgA at the clonal level in the context of intestinal and extraintestinal challenges. These studies will clarify a major gap in our understanding of polyreactive B cell repertoires, address a challenge to existing dogmas of antibody specificity and tolerance, and develop new knowledge, concepts and tools for a better understanding of intestinal immunity, inflammatory bowel diseases and oral vaccines.",general,semantic_chunk,,,237,5R01AI144094-05,Development of Intestinal Polyreactive IgA B Cells,2023,,False,0.0,phase2_nih,,5R01AI144094-05_chunk195,False,False,False
"significance and unique opportunity to identify and target novel mechanosensitive mechanisms in vascular endothelium. We have generated very strong data demonstrating that the mRNA m7G is dynamically regulated in endothelium by hemodynamics. Unidirectional flow (UF) markedly increases m7G but not m6A in endothelial mRNAs. Moreover, Methyltransferase-Like 7A (METTL7A) is a novel m7G writer governing the UF-induced mRNA m7G methylation in endothelium. The overall goal of this project is to delineate the novel molecular mechanisms by which mechano-sensitive METTL7A governs endothelial mRNA m7G and regulates vascular functions in vitro and in vivo. Moreover, we will devise innovative precision nanomedicine",section,significance,1631.0,2343.0,98,5R01HL155909-02,Mechanosensitive M7G epitranscriptome in endothelial health and disease,2023,,False,0.0,phase2_nih,,5R01HL155909-02_chunk196,,,
"PROJECT ABSTRACT/SUMMARY Cells assemble functionally diverse actin cytoskeleton networks with distinct architectures and dynamics to drive fundamental processes such as polarization, endocytosis, motility and division. The specific characteristics of different actin filament networks (actin filament density, organization and dynamics) are determined through the coordination action of specific sets of actin binding proteins (ABPs) with complementary binding properties. Most investigations primarily focus on individual F-actin networks. However, this provides limited overall understanding of F-actin network organization and function because cells typically assemble and use multiple F-actin networks simultaneously within the same cytoplasm. Consequently, F-actin networks must self-organize from a common pool of shared actin monomers and overlapping sets of ABPs. We have predicted that there are important interactions (cross talk) between networks that are critical for their form and function. Our long-term goal is to discover the direct and indirect interactions between self-organized F-actin networks, which are critical for establishing their unique identities and functions within a common cytoplasm, and to determine the underlying molecular mechanistic principles that govern these interactions. We are investigating two major actin cytoskeleton self-organization questions. The first is to determine the mechanisms by which the size and density of F-actin networks are regulated by competition for a limiting amount of actin monomers (Aim I). Although unassembled G-actin was not thought to be limiting, we systematically showed that competition for G-actin helps control the size and density of competitive F-actin networks in fission yeast, and that the actin monomer protein profilin plays a major role in regulating competition for limiting G-actin. Our goal is to determine the underlying mechanism by which profilin and other ABPs contribute to the proper distribution of G-actin between functionally diverse actin cytoskeleton networks. The second is to determine how diverse F-actin networks acquire the specific set of ABPs whose complementary biochemical activities help define their form and function (Aim II). We will investigate the underlying intrinsic molecular mechanisms by which ABPs self-sort to particular F-actin networks within a common cytoplasm, including (1) the contribution of competition and cooperation between ABPs for associating with actin filaments, and (2) whether actin assembly factors initiate self-sorting by biasing the association of particular ABPs.",section,abstract,0.0,2610.0,358,5R01GM079265-13,Actin Cytoskeleton Network Self-Organization,2023,,False,0.0,phase2_nih,,5R01GM079265-13_chunk197,,,
"approaches to graduate education in natural products of biomedical relevance. The PCRPS incorporates our Pharmacognosy graduate program, one of just two such programs in the U.S., a postdoctoral and scholarly training and exchange program in Pharmacognosy including the UIC WHO Traditional Medicines Collaborating Center, and Medicinal Chemistry graduate and postgraduate training with a natural products focus. Since 1999, the UIC College of Pharmacy is also home to the UIC/NIH Center for Botanical Dietary Supplements Research, which is the oldest NIH-supported Botanical Center. Directed by the PI, Dr. Pauli, the UIC Botanical Center evaluates the safety and efficacy of botanical dietary supplements that are used widely by menopausal women in the U.S. With approximately 50 PhD graduates so far, this Center has been a major focus of graduate education in natural products research. The recently established Center for Natural Product Technologies (CeNAPT) has further expanded this educational opportunities for our trainees. Mentored by a large group of well-funded faculty with expertise in natural products research, our graduates move on to leadership positions in academia, industry, regulatory, and government here in the U.S. and all over the world. Training young scientists for careers in natural products research is a core mission of our College of Pharmacy, the PCRPS, and the Botanical and CeNAPT Centers, and the focus of this training grant.",section,approach,875.0,2339.0,219,5T32AT007533-10,Research Training in Natural Product Complementary and Integrative Health,2023,,False,0.0,phase2_nih,,5T32AT007533-10_chunk198,,,
"specific aims. The first aim is to expose undergraduate students to an intensive nine-week mentored summer research experience by pairing students with an experienced scientific mentor that will introduce students to robust and rigorous research experiences. The goal is for URM undergraduate students to get hands-on research experience which will expose them to cutting-edge neuroscience research and solidify the students’ commitment to research careers. The second aim is to leverage the Leadership Alliance Summer Research – Early Identification Program (SR-EIP) at UChicago to facilitate the transition to graduate programs. To accomplish this aim, we will collaborate with the SR-EIP to offer professional development workshops which will improve DENDRITES participants’ skills and qualifications to make them competitive candidates when applying for graduate school. In addition, we have created unique activities for DENDRITES participants such as cluster groups meetings and a seminar series led by graduate students. These activities will provide educational resources and experiences which visiting URM students would otherwise not receive at their home institutions. Finally, by collaborating with the University of Chicago SR-EIP program DENDRITES participants will be able to attend the Leadership Alliance National Symposium which will allow students to present and disseminate their summer research. The third aim is to recruit students historically underrepresented in academia to diversify the neuroscience workforce. By familiarizing students with UChicago, its opportunities, and its faculty members, our program will facilitate students’ later application and potential acceptance into highly-competitive graduate schools. Overall, the long- term goal of the DENDRITES Program is to diversify the neuroscience workforce by creating a strong pipeline of young neuroscience researchers who can make significant contributions to neuroscience discoveries.",section,specific_aims,362.0,2335.0,271,5R25NS125609-02,Dynamic Experiences in Neuroscience to Diversify Research Internship Training Exposure for Students (DENDRITES),2023,,False,0.0,phase2_nih,,5R25NS125609-02_chunk199,,,
"approaches to type 1 and type 2 diabetes. Monogenic diabetes remains the best example of personalized medicine in diabetes, yet it is usually misdiagnosed and therefore inappropriately treated. Over the last four years, enrollment in the University of Chicago Monogenic Diabetes Registry has surged to over 1000 with causal genetic variants, including 344 individuals whose diagnosis was made possible only through our research funding in the last four years. We are the largest registry of monogenic diabetes in the Western Hemisphere and we have detailed the clinical and cost-effectiveness of diabetes precision medicine in over 30 publications. Our overarching goals continue to be: to accelerate efficient diagnosis, to advance progress in understanding, and to inform clinical guidelines in the management of monogenic forms of diabetes, through cumulative longitudinal follow-up and pragmatic cohort studies from our Registry. We propose to bolster our innovative efforts by establishing a genetic testing algorithm that accurately identifies appropriate individuals for single gene Sanger sequencing and prioritizes massively parallel sequencing for those who would otherwise require iterative gene screening. Additionally, we will adapt the Registry platform to improve engagement via a participant-facing portal and ensure sustainability through adaptive change garnered from Registry insights. Finally, we will engage current Registry participants to identify barriers to sharing positive monogenic diabetes",section,approach,507.0,2026.0,212,5R01DK104942-08,"Monogenic Diabetes: Next Generation Diagnosis, Treatment and Complications",2023,,False,0.0,phase2_nih,,5R01DK104942-08_chunk200,,,
"approach to cascade genetic testing, as well as cost-effectiveness analyses, to improve enrollment of family members for genetic testing. These projects will have a broad direct impact by improving healthcare provider and commercial genetic testing laboratory practices in the cost-effective diagnosis of monogenic diabetes. We aim to decrease participant burden and improve data quality and completeness while advancing the evaluation and surveillance infrastructure of the Registry to allow accurate conclusions about the benefits of targeted gene therapy in monogenic diabetes. Furthermore, we aim to develop improved strategies to extend the benefits of precision medicine through cascade testing. The Monogenic Diabetes Registry will continue to play a prominent role in bridging evidence gaps in monogenic diabetes to ultimately improve patient outcomes and be a model for precision diagnosis and treatment for all forms of diabetes.",section,approach,2099.0,3038.0,134,5R01DK104942-08,"Monogenic Diabetes: Next Generation Diagnosis, Treatment and Complications",2023,,False,0.0,phase2_nih,,5R01DK104942-08_chunk201,,,
"methodologies and reagents based on phage display generated synthetic antibodies (sABs). Customize phage display selection strategies enable generation of sABs endowed with special properties, for instance, conformation and regio-specificity. These reagents have been used to study the molecular properties of transient states of membrane proteins at unprecedented detail. While sABs have demonstrated efficacy as crystallization chaperones, their use in cryo-EM as powerful fiducial marks, adding 50 kDa to the particle and their ability to trap conformation states, is especially impactful in studies linking conformational transitions and function. This is particularly relevant for smaller membrane proteins (< 50 kDa), which include ion channels transporters and receptors. These constitute the largest class of biomedically relevant target systems, but are recalcitrant to crystallization and are far too small for cryo-EM analysis. Building on our current technology platform, we propose to design and deploy a set of higher-order sAB constructions that will serve to increase the size, rigidity and, in some cases, the symmetry of the target membrane protein. These sAB-based entities will be engineered to serve as prefabricated modules of assembly. They are targeted to specific epitopes that have been introduced into the membrane protein and thus, can be universally employed irrespective of the system they are applied to. The power of the",section,methods,568.0,2021.0,210,5R01GM117372-08,Chaperone-Assisted Structure Determination of Membrane Proteins,2023,,False,0.0,phase2_nih,,5R01GM117372-08_chunk202,,,
"approach is that these “universal” sABs can be added to the molecule of interest in a “plug and play” fashion allowing any investigator access to the powerful technology without requiring generating target specific sABs. To test and evaluate these novel sAB modules, we will use a set of high value small membrane proteins provided by investigators from our collaborator network. These systems have been recalcitrant to structural analysis using traditional",section,approach,2021.0,2479.0,70,5R01GM117372-08,Chaperone-Assisted Structure Determination of Membrane Proteins,2023,,False,0.0,phase2_nih,,5R01GM117372-08_chunk203,,,
"approaches and thus, will provide a good measure of the performance of the chaperone-assisted structure determination technologies. An important byproduct is that these structures will provide valuable information about linkages between structure and dynamics that had been out of reach previously. !",section,approach,2479.0,2779.0,42,5R01GM117372-08,Chaperone-Assisted Structure Determination of Membrane Proteins,2023,,False,0.0,phase2_nih,,5R01GM117372-08_chunk204,,,
"We have discovered a new mechanism for inflammation on the ocular surface.

First, we discovered the presence of neutrophil extracellular traps (NETs) on the ocular surface of dry eye disease (DED) patients and subsequently, the presence of citrullinated proteins and anti- citrullinated protein antibodies (ACPAs).

ACPAs not only cause ocular surface disease, but also stimulate formation of NETs, thus creating a self-perpetuating cycle of chronic inflammation on the ocular surface.

We present an innovative pathophysiological concept: DED is characterized by breach of self-tolerance towards citrullinated antigens with generation of autoantibodies (ACPAs) and NETs could represent a source of citrullinated antigens fueling the ACPA autoimmune response over the ocular surface.

We performed a first-in-human pilot clinical trial and showed that ocular surface immune globulin (OSIG) eye drops, formulated from pooled human immune globulin products (IVIG), were safe and efficacious in treating DED patients.

Our findings shift the current paradigm that focuses on T-cell mediated inflammation as central to the pathophysiology of DED to also include autoimmune inflammation that is driven by post- translational modifications in self-proteins (citrullination) and autoantibodies (ACPAs).

The purpose of this R24 application is to produce preclinical data that supports a commercial Investigational New Drug (IND) application to the U.S.

Food and Drug Administration (FDA).

The longer-term goal is for testing the efficacy of OSIG eye drops in clinical trials and positioning OSIG eye drops as a new topical biologic immunotherapy for DED patients.",results,semantic_chunk,,,236,5R24EY032440-03,Immunotherapy for Ocular Surface Diseases,2023,,False,0.0,phase2_nih,,5R24EY032440-03_chunk205,False,False,True
"Therefore, in Aim A, we seek to develop an optimum OSIG eye drop formulation using Quality by Design (QbD) principles, test critical quality attributes (CQAs) and GMP manufacture clinical supplies.

In order to use OSIG ophthalmic formulation in human, an FDA IND is a prerequisite, therefore, in Aim B, we propose to perform pre-clinical in vitro and in vivo toxicology and efficacy studies using the OSIG ophthalmic formulation to meet regulatory requirements for IND studies.

In Aim C, we propose to perform a clinical study to identify DED subtypes, clinical presentations and patient characteristics that are most associated with ACPAs or NETs, hence most likely to show therapeutic benefit with OSIG therapy.

To successfully achieve these three Aims, we have established a highly qualified, multi-disciplinary team that is experienced in ophthalmic drug development, and FDA processes and regulations.

If the aims of this grant proposal are successfully achieved, we will be one-step closer to introducing the first immunotherapy for ocular surface diseases into clinical practice.",methods,semantic_chunk,,,165,5R24EY032440-03,Immunotherapy for Ocular Surface Diseases,2023,,False,0.0,phase2_nih,,5R24EY032440-03_chunk206,False,False,False
"approach to establish accurate counts of all individuals within census tracts with sociodemographic, behavioral, and neighborhood risk profiles. The strength of RECODE is its innovative",section,approach,2546.0,2732.0,25,5R01MD014839-03,Reducing racial disparities in lung cancer outcomes by decoding neighborhood contextual environment (RECODE),2023,,False,0.0,phase2_nih,,5R01MD014839-03_chunk207,,,
approach to unveil a social epigenetic mechanism of lung cancer disparity. RECODE has the potential to transform understanding multilevel risks of lung cancer and improve the national lung cancer screening guidelines to reflect the social conditions of racial minority communities.,section,approach,2732.0,3013.0,40,5R01MD014839-03,Reducing racial disparities in lung cancer outcomes by decoding neighborhood contextual environment (RECODE),2023,,False,0.0,phase2_nih,,5R01MD014839-03_chunk208,,,
"result in severe human pathologies, such as amyotrophic lateral sclerosis and spinal muscular atrophy, with distinct MN subtypes differing in their susceptibility to disease. There is currently no effective treatment for these disorders, in part due to a lack of understanding of the molecular mechanisms that allow distinct MN subtypes to acquire and maintain their function-defining properties. The continuous expression, from development through adulthood, of subtype-specific terminal identity genes (e.g., genes coding for ion channels, neurotransmitter receptors, neuropeptides, signaling molecules) defines the unique, functional features of a given MN subtype throughout life. How these genes are induced and maintained is poorly understood. This proposal uses a novel",section,results,50.0,827.0,107,5R01NS116365-04,Hox-dependent mechanisms for establishment and maintenance of motor neuron terminal identity,2023,,False,0.0,phase2_nih,,5R01NS116365-04_chunk209,,,
"approach to specifically focus on the transcriptional regulation of MN subtype-specific terminal identity genes. The goal of this proposal is to uncover conserved, gene regulatory mechanisms that establish during development, and maintain throughout life, the expression of MN subtype-specific terminal features. To this end, this proposal combines the strengths of two model organisms: the nematode Caenorhabditis elegans and mouse Mus musculus. By studying how C. elegans ventral nerve cord (VNC) MNs acquire their subtype-specific features, we discovered a gene regulatory mechanism that involves the intersectional activity of highly conserved transcription factors. We found that the transcription factor UNC-3 induces and maintains the expression of terminal identity genes in all VNC MN subtypes. However, UNC-3 does not act alone. It requires co-factors in the form of Hox proteins that act synergistically with UNC-3 to activate expression of terminal identity genes in distinct MN subtypes along the anterior-posterior axis of the VNC. We observed Hox expression in developing and adult MNs, suggesting that Hox proteins, similar to UNC-3, not only induce, but also maintain expression of terminal identity genes. The unpublished data in this application indicate that Hox proteins, in mice, also control expression of terminal identity genes in spinal MNs, suggesting evolutionary conservation of our C. elegans findings. This proposal aims to uncover the function of Hox proteins in adult C. elegans MNs (Aim 1), decipher the gene regulatory mechanisms downstream of Hox in C. elegans MNs (Aim 2), and test the hypothesis that a mouse Hox protein (Hoxc8), similar to its C. elegans orthologs, is required to induce and maintain expression of terminal identity genes in MNs of the brachial spinal cord (Aim 3). Completion of the proposed activities will advance our understanding of how distinct MN subtypes become and remain functional, which may provide new insights into the etiology, diagnosis, and treatment of MN disorders.",section,approach,827.0,2867.0,306,5R01NS116365-04,Hox-dependent mechanisms for establishment and maintenance of motor neuron terminal identity,2023,,False,0.0,phase2_nih,,5R01NS116365-04_chunk210,,,
method exists to accurately translate cerebral blood flow or metabolic data from animal to human. For lack of rigorous mathematical,section,methods,201.0,333.0,20,1R01AG079894-01,Image-based cerebrovascular network snythesis(iCNS) to model Alzheimer's Disease,2023,,False,0.0,phase2_nih,,1R01AG079894-01_chunk211,,,
"methods for cerebral metabolic parameters between species, translation of valuable research data from mouse to human remains guesswork. There is a need for a predictive computational framework that quantifies cerebral blood flow and metabolism in normal and diseased human brain states. Our long term goal is to quantify fundamental physiological processes of aging and Alzheimer’s disease (AD), so that their effects can be slowed or even partially reversed. The objective is to expand the utility of MRI analysis by magnifying the detectability of age-related microcirculatory changes in humans with a mechanistic mathematical framework. It is our hypothesis that age and AD related changes in the microcirculation also generate macroscopic perturbations of hemodynamic and/or oxygen perfusion states that will be detectable with advanced MRI techniques, when guided by rigorous brain simulations over all relevant length scales. The rationale is that critical physiological metrics for dysfunction in aged brains (=aging biomarkers) will be exposed by systematic exploration and simulation of fundamental hemodynamic and metabolic processes. The central hypothesis will be tested by pursuing three",section,methods,333.0,1534.0,172,1R01AG079894-01,Image-based cerebrovascular network snythesis(iCNS) to model Alzheimer's Disease,2023,,False,0.0,phase2_nih,,1R01AG079894-01_chunk212,,,
"specific aims: Aim 1) Assess the predictive value of mechanistic modeling by simulating the link between capillary stalling, vascular tracer transit properties, and tissue oxygen delivery, and validate predictions using advanced microscopic imaging in mouse. We determine the effects of aging and AD in aged rodent brains. Aim 2) Develop mechanistic multiscale model for predicting the impact of cerebral perfusion on oxygen metabolism in the human cortex under normal and pathological conditions. Anatomically detailed mechanistic models of cerebral circulation in human will predict the effect of structural and functional changes in AD on oxygen extraction in the human brain with MRI. Aim 3) Assess the predictive value of mechanistic multiscale modeling to quantify microvascular properties across the human brain cortex in health and disease using advanced MRI. To validate the mechanistic translation from mouse to human, we will measure age-related metabolic functions in cohorts of aged and Alzheimer patients. We identify hemodynamic and metabolic metrics (=biomarkers) that correlate with cognitive decline This contribution is significant because it will predict how changes in vascular morphometry and metabolism lead to neurological decline. It will identify biomarkers visible in noninvasive diagnostic imaging in humans that signal age-related deterioration before symptoms develop. The mechanistic framework relating data acquired in mouse to human will dramatically boost the relevance of animal data for human medicine.",section,specific_aims,1534.0,3072.0,219,1R01AG079894-01,Image-based cerebrovascular network snythesis(iCNS) to model Alzheimer's Disease,2023,,False,0.0,phase2_nih,,1R01AG079894-01_chunk213,,,
